,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0,0.0050559008779163285,0.006793425302297036,0.005655650025341943,0.004075978559501842,0.007326370909867653,0.006494660985834835,0.005411692535437339,0.004080742022249829,0.003979728985323032,0.024570372167743118,0.06177012411783042,0.2731464131562,0.4175818325075467,0.39801034959999493,0.45670024921199825
1,0.007908918978590971,0.007242200800550776,0.006080395608294272,0.005969523805333993,0.00867988834971026,0.006297035922639623,0.004947955547009258,0.008168862649676563,0.006082821615279356,0.026742850557567095,0.07518162790835559,0.28916327024104466,0.43051574198475834,0.38847716090500245,0.44743349489124057
2,0.005940217858089926,0.006167404259272909,0.011582385341896845,0.008854242091772841,0.007072827050592669,0.006107150820206908,0.008268144985323767,0.008366875643931564,0.009278552920340693,0.02714176134038698,0.06928629726684343,0.29952167055773854,0.4159683561644726,0.39137989207001245,0.45045405523702253
3,0.00821108426737878,0.008842506685935028,0.008620485306707613,0.007271293116738676,0.011591828139143268,0.005987801066951997,0.010012544619083063,0.008440375898678585,0.009701155515848608,0.024745286401827448,0.06973139457407208,0.2841243836165926,0.4113867691812537,0.3839741419906457,0.4681868469644789
4,0.008914043618948162,0.006545061392031159,0.009862286264587948,0.0067598383233870305,0.006301761015701287,0.007349785751409558,0.006572281433735427,0.007964615423706568,0.007009869280643159,0.024054224138369367,0.06955760765000715,0.27842281298870414,0.4588896991765668,0.3947021593837211,0.4427234914193287
5,0.010822316561301452,0.00986508876121415,0.007332606868304939,0.005625177329726459,0.010663583577529074,0.007185365216800099,0.011189908186308333,0.011981106023726137,0.00912099991920707,0.026554036076734157,0.06711018910114643,0.2665015252184377,0.4383205933720969,0.39264357657768034,0.4263165299258268
6,0.008088790224570767,0.009786078766845079,0.005798732007316727,0.006033769705654008,0.00706023121402432,0.012310187090680925,0.008904592830890361,0.006822813301353067,0.006345371537175843,0.024560439703106045,0.06194429173089507,0.3054317368555609,0.4350810061697492,0.41347023151445383,0.44871265051605574
7,0.007474662717999044,0.008546711906533652,0.006552113450574833,0.007389278935151181,0.00964377793163209,0.009082926042801016,0.00790703959979267,0.007321044114267423,0.008533669597438464,0.02567463758249518,0.06284979813146675,0.27069068852661615,0.41545991166554364,0.3817405110595691,0.4627860302037171
8,0.00939603208725495,0.006397514320404791,0.007940181007724367,0.006378193581738536,0.006587248552422819,0.009324868047266703,0.008084487662814005,0.007992131302129077,0.006287026317066579,0.024600990473591933,0.06138560627506126,0.292516122408933,0.4310970178630255,0.3989570714294067,0.4386926629905955
9,0.007059573279504969,0.0060989740450995405,0.007767215004598271,0.00806894922508373,0.006520112791741932,0.00999181962113461,0.007942843092575936,0.005885476445948882,0.0074474903946450035,0.028011295353546555,0.06320902440577822,0.2817960498519203,0.426093097042894,0.40520590573472187,0.4580428551837387
10,0.009034106204992974,0.007861962665497744,0.006111255541088753,0.008605475144917649,0.007700168532888561,0.009784725350315127,0.009795916910184698,0.011828873337494328,0.006352701296879437,0.026281229794593727,0.07138703138070257,0.2788759047864285,0.4681033866580881,0.3892345828478821,0.44503138573130746
11,0.00567906988336908,0.006369636285620316,0.008459156495939257,0.005670988173740165,0.007270725545213062,0.008095083430131073,0.00683027937217508,0.007046145100443979,0.00953859626353845,0.02659900263736575,0.06161946584048246,0.2795721227983643,0.42797272093431904,0.3793499600468848,0.4563905908681542
12,0.007018934497197598,0.005798886667113537,0.006507788270977928,0.006301444517430874,0.0057907687297646315,0.005164892646495227,0.006313660705972726,0.005359632914844553,0.0055413347573006946,0.02514525141466364,0.06284691765023678,0.2916076844919385,0.4372681145911823,0.3901641809560427,0.4510765816251513
13,0.0077178987218504145,0.007831175235538683,0.006504462835360594,0.007251941805575162,0.009709952123227257,0.007042207320292322,0.006854631132624035,0.007183645032130888,0.007789021699345382,0.028659842462637447,0.06961379654396874,0.2853379608835697,0.45011424320779336,0.39696915772711433,0.44619905442479857
14,0.00885554873462963,0.006844479305750627,0.00864281913043401,0.007237655710860577,0.006799387633577721,0.008005377645669512,0.011011568367354837,0.00703557505738437,0.008836734311738429,0.028956110611802557,0.06438191959637955,0.29001338573301905,0.40956100916057075,0.38309895514063336,0.4720507360807655
15,0.006832009102566177,0.009404285329003136,0.007096099325292165,0.008687265226547905,0.011260940161435634,0.007701961696889279,0.008601978138539261,0.010965169168926911,0.010498584832674145,0.02815001920666151,0.0707654339755764,0.29026952063580413,0.43236368724530183,0.39222946339378423,0.44584639094674167
16,0.00546800983206941,0.009385361223245995,0.011302432897995797,0.011966347275284084,0.007356688657935579,0.00997693768159457,0.01047233915055237,0.0067865363363861534,0.007598635555714263,0.02499442621622455,0.0644097533219329,0.287473473272312,0.439115663931164,0.38783977375947604,0.4703737325376662
17,0.0050514869146906245,0.010518430206936876,0.007891765298226662,0.01830813945843473,0.007459053705456926,0.009763806776170492,0.010758872696866947,0.0063820790749574575,0.008864073688879481,0.02631271148748418,0.06441996043115078,0.2822350943736776,0.42691626041519104,0.3875079214662552,0.4462137805980011
18,0.007870235353934595,0.005844623892834639,0.005387098002676267,0.007387067341900343,0.007318070627910247,0.006222664979397028,0.00676907557596672,0.00804989489070384,0.008809060718931058,0.025098155462725664,0.07374661462126353,0.2929940246837322,0.44558361714171685,0.3996187959366281,0.44437558595931703
19,0.006166070742116108,0.010860569560299217,0.006083503814533038,0.005950990495487864,0.008186524335411852,0.006622103370492185,0.010220675081981635,0.008045608316341888,0.007778428557935921,0.025884728194510993,0.06342315732094321,0.2862920397659472,0.4242924862582356,0.3892300142832661,0.46935592605359827
20,0.006288197613227544,0.0046240826493912065,0.006737456769301992,0.007852120402298475,0.006008543331992366,0.006476629614055945,0.0056438988698802265,0.006365881877105196,0.00854418113408226,0.023209316636379845,0.06851811851664866,0.29506558261130567,0.4403743058198566,0.40782881443102137,0.4375377529628833
21,0.006113507905566897,0.008241022762104066,0.004807320467832893,0.008537348635454309,0.007622071983014491,0.007185767997865331,0.007809092238608849,0.004894660363160631,0.006075709754864188,0.026717189384213965,0.066699516487181,0.2874676019936801,0.41741654496458924,0.39577883961198945,0.4493766998697198
22,0.007454489651412169,0.010120496724597661,0.006808787714885967,0.006962900796599033,0.010059233456595611,0.007009352996764769,0.008796767506062262,0.007484399812594227,0.005341827633112581,0.028616835385054305,0.061062239900204845,0.29146766999595974,0.41537001384913513,0.4239640206932311,0.4458976248769668
23,0.005557253424342061,0.00781650968072495,0.005513953113726346,0.006732187724583288,0.006738650541554123,0.005675153461606795,0.005729929308783397,0.0081442677665175,0.006293219298997977,0.0236534691166981,0.06481873685866173,0.2784742887036978,0.4356508877998985,0.4113913669179608,0.47956748643197056
24,0.006719551523650307,0.00513467586008469,0.007608167173901552,0.005772452851443575,0.006128078083165305,0.007070393372465753,0.007877255831916294,0.013995835761100537,0.006130006230576725,0.02293846734667326,0.06737207112470871,0.2882715737001505,0.42358484244343103,0.3918796365341087,0.4353586766744316
25,0.00870132490926798,0.005979652823203013,0.00970184163308205,0.010657324361990825,0.009904923383604774,0.010532174381188189,0.016384720427919296,0.008094723361186646,0.010738840642778935,0.023186858285517333,0.06568007048681868,0.2664198497352518,0.4087893387179878,0.3764464734769587,0.43114905936327536
26,0.007840183695332912,0.007537238362201705,0.006435999490900482,0.010536647084813396,0.00989352141031518,0.008072338482371245,0.009643457260245656,0.009759135173468178,0.010309337836761124,0.027564544698803525,0.06590133407415334,0.2900070365010539,0.4558167186669558,0.3827410985476482,0.44531945483963953
27,0.006878574507830799,0.007410453016509893,0.005207794012614021,0.006480798883125199,0.005798534271482805,0.005958699385549023,0.008037422774175055,0.005070534453108019,0.009022218604826378,0.02573724443381285,0.06879914216379097,0.29517529508785706,0.41829939340477024,0.39929091858079835,0.4398518671411972
28,0.0060470603229137426,0.009254738511420472,0.008065618893213288,0.007942490364600461,0.010525268843128054,0.007494101095180407,0.007331911414316766,0.0071472843100110605,0.006325984561765683,0.02303284499411013,0.0683363352026776,0.26562995659251837,0.4497293228908971,0.3784678408804099,0.4254924662050625
