,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0,0.010023455315581062,0.006141058646496027,0.005324121356037368,0.007748787731399201,0.011127979781077461,0.007812426980930501,0.006736445200403932,0.009024370933379704,0.007447264001840848,0.027938191856484336,0.06796067509415539,0.2890930738941297,0.4356152383119296,0.4014571846993829,0.4474008226997255
1,0.0062344758190806485,0.012866098725707112,0.011865030228780292,0.008336887067004129,0.0112155396216277,0.010020545770068865,0.011062468161903505,0.010505755784656364,0.007806588378541495,0.025801606857898732,0.07065404232408704,0.28930232316179766,0.47344713429766033,0.3986224100078221,0.47062580724241393
2,0.006568360770277082,0.007074142298076919,0.007932045751054658,0.011428555922946606,0.010333157452369178,0.008471413652997369,0.006820416091360427,0.00874063344887325,0.008796404753346766,0.02990991923803618,0.056173595390101416,0.3002456811553479,0.43514994024775144,0.4034372137142846,0.4588368253170025
3,0.007764025953822296,0.007652181798451383,0.008623405250953394,0.00808873743117615,0.00629683033408898,0.009520355059080938,0.008630162016177188,0.01289425973051142,0.007768702201721692,0.025483670866912014,0.06571597936450312,0.29998907195400687,0.4684393271340397,0.400476355859984,0.4643352332476227
4,0.008576218872247953,0.006426290708872365,0.018263806385285856,0.009638758217089757,0.013667855489745924,0.013321910222141261,0.014333374606645726,0.012060481430432469,0.009476556549450161,0.027239774427543845,0.06705935842920906,0.3183372406999735,0.456408907511872,0.432140477890587,0.4505769469199101
5,0.007602725814730234,0.0066761034499310526,0.004380466890638812,0.007123408488629457,0.0073168380454029505,0.009261420064412279,0.007930613505486165,0.006395937209661215,0.006048212873231044,0.021058024063809043,0.06271424247729243,0.30228456165860745,0.44082844678509664,0.38565326494838553,0.48798335657332126
6,0.006307572835595573,0.00644397852472426,0.006332730664601602,0.007218245953416678,0.007117468606717536,0.004225058559995663,0.005813343364888018,0.008432897452809408,0.006123079500558469,0.023422369534921734,0.058456535772953136,0.2850304321555392,0.4368879365503073,0.4120451245290072,0.45285733433045905
7,0.007263676464309208,0.011706799001909218,0.005268011954628342,0.009738317808308252,0.007343542210450445,0.00858242028980275,0.0058155087092267264,0.007836691595694771,0.008715669201132112,0.030043787102439587,0.06074217976227503,0.29065192649651234,0.45269050837621566,0.4161310407011963,0.4590771316455353
8,0.01058421935094313,0.008777763541952815,0.007826695740379985,0.015525266196570965,0.012282744880278279,0.007902250957213117,0.008816138513365084,0.010342241900827743,0.0077797998482022745,0.024669092363362368,0.06572952486798633,0.2856836961961067,0.4381377702530617,0.39182797978732375,0.4516218636959037
9,0.01010732861636543,0.008349583988551755,0.008443323203050303,0.007306469206697166,0.008410744475583244,0.007753026834930636,0.006040396943143745,0.00908107267616601,0.007548314523015726,0.023545656471556365,0.0666887453856159,0.2756956688608783,0.43018294534808427,0.3789238788372337,0.4451754808524951
