,result_80
0,
1,
2,
3,
4,0.8499714602977423
5,0.8499714602977423
6,0.8499714602977423
7,0.8499714602977423
8,0.8499714602977423
9,0.8499714602977423
10,0.8499714602977423
11,0.9922769709558532
12,0.9958124591478452
13,0.9958124591478452
14,0.9958124591478452
15,0.9997633040870717
16,0.9997633040870717
17,0.9997633040870717
18,0.9997633040870717
19,0.9997633040870717
20,0.9999691601349662
