,result_80
0,
1,
2,
3,
4,0.8839965920341591
5,0.8839965920341591
6,0.8839965920341591
7,0.8839965920341591
8,0.8839965920341591
9,0.8839965920341591
10,0.8839965920341591
11,0.9943902706704957
12,0.9969060762069967
13,0.9969060762069967
14,0.9969060762069967
15,0.9998400518959127
16,0.9998400518959127
17,0.9998400518959127
18,0.9998400518959127
19,0.9998400518959127
20,0.9999758017925424
