,mae,var,ppmc,mae_lower,var_lower,ppmc_lower,mae_upper,var_upper,ppmc_upper
0,,,,,,,,,
1,,,,,,,,,
2,,,,,,,,,
3,,,,,,,,,
4,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,,,,,,,,,
8,,,,,,,,,
9,0.016917839537778603,0.9679628773780978,0.9998567021050719,0.016917839537778603,0.9679628773780978,0.9998567021050719,0.016917839537778603,0.9679628773780978,0.9998567021050719
