,mae_mean,var_mean,ppmc_mean,mae_std,var_std,ppmc_std
0,0.0051138417260473395,0.007045849351636981,1.8767668966870514e-05,1.0639467405345965e-05,1.593560548208735e-05,1.8903483959373388e-10
1,0.07827863658039944,0.0038403621711267035,1.2504994558890557e-05,0.0059672070849464,3.849314047978846e-06,5.529939564488871e-11
2,0.05139968695034553,0.0037340619341872518,1.5416340264933457e-05,0.002557172296940851,8.248180463296421e-06,8.91143492569024e-11
3,0.03898513026684009,0.002898329011337531,1.0167070943861025e-05,0.0014473365180105264,3.649882648300006e-06,4.5541657424080254e-11
4,0.031217056497704183,0.002793949461217938,7.324226517530816e-06,0.0009331676988945173,4.118142617451534e-06,4.120591851539352e-11
5,0.02550068189584356,0.0030350165174076976,6.731472254946599e-06,0.0006207889218391848,5.539467617697656e-06,2.1635835416991462e-11
6,0.02194489902885999,0.002825784552318174,9.024790981721264e-06,0.0004584677404145521,4.577875489968777e-06,5.636644888528642e-11
7,0.019585787604929773,0.0029113862815988113,8.063748621244457e-06,0.0002915478559041809,3.826230422936957e-06,3.2217529030185916e-11
8,0.01967653913492278,0.002760443292846778,8.1303129989231e-06,0.00018080666090220898,2.996575447325925e-06,2.1829061047847556e-11
9,0.02041651654569076,0.0024645070761662195,9.250246144074915e-06,0.00013869809146815697,1.9665067358575464e-06,2.6192637542110966e-11
10,0.018065911084589017,0.002615597101923594,7.611880882304529e-06,0.00010118616981496937,1.834473628421823e-06,3.2088800550547474e-11
11,0.016052102820139028,0.0025118115489890774,7.366215554956263e-06,8.10316016416664e-05,2.673240917091131e-06,2.1084446579083276e-11
12,0.014412939757629266,0.0021768895430027088,6.93911034303354e-06,4.77409866138144e-05,1.9350081617263726e-06,1.7562457817169306e-11
13,0.01619400049639602,0.0022077871353723905,5.437437404187817e-06,9.095843896707202e-05,2.160713185772879e-06,1.1485699916692584e-11
14,0.014875764952011587,0.0022167216399584327,4.201260402151086e-06,6.974855211977061e-05,2.1760470143914835e-06,6.456299097391606e-12
15,0.05578524172928298,0.002148259344103236,5.946261788609968e-06,0.0029361767962397434,2.0877336066924834e-06,1.5527939444323743e-11
16,0.05977684563089306,0.002075965811556756,5.6802233556913605e-06,0.0021567758902025494,1.7158426325481858e-06,1.5896128935856305e-11
17,0.05639875449963412,0.001999855879996394,4.915187340326872e-06,0.0019173000649816126,1.2981924805372785e-06,8.65717091557486e-12
18,0.0528552635440355,0.001958743000007695,5.600704107021413e-06,0.0017031648474054104,1.1119227261238518e-06,1.5613520599460205e-11
19,0.049973822908716804,0.001725007585285202,5.834172912107529e-06,0.0015211707562080433,1.0286005766990448e-06,1.5544775513971694e-11
20,0.04836375917861745,0.0020921183018197337,6.153217704914452e-06,0.001384689026568185,1.7063917836456947e-06,1.6285006874404285e-11
21,0.04594164670483349,0.0020991830329043465,5.897054183020046e-06,0.001251121763751525,1.714481183291977e-06,1.4912317672582546e-11
22,0.04408727053040988,0.001993727388137012,5.645060383984947e-06,0.0011621323766095217,1.3153311936069486e-06,1.1117997825090912e-11
23,0.0423426017103721,0.0020632190930326756,5.704261266192441e-06,0.0010605075080147156,1.5105291149349388e-06,1.3734146649431814e-11
24,0.04088274701074366,0.001995326969088119,5.273557267801722e-06,0.0009882905747078375,1.559951261270721e-06,7.828932252688648e-12
25,0.0391061497302598,0.0018476103223294526,5.3448622033143336e-06,0.0009045618137922082,1.2514790486629829e-06,9.065874049986706e-12
26,0.03786617777918761,0.001752309531655533,5.1513509529529945e-06,0.0008496889259122913,1.2051772226777787e-06,1.3422471402055564e-11
