,result_20,result_30,result_40,result_50,result_60,result_70,result_80,result_90,result_100,result_110,result_120
0,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795
1,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795
2,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795
3,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795,0.8997517276237795
4,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906
5,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906
6,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906
7,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906
8,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.22144984533961407,0.37468590318027906,0.22144984533961407
9,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.22144984533961407,0.1905721231833906,0.22144984533961407
10,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.37468590318027906,0.1526622497258175,0.1526622497258175,0.22144984533961407,0.1905721231833906,0.22144984533961407
11,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297
12,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691
13,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.04904292034316886,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691
14,0.07903885524763297,0.07903885524763297,0.07903885524763297,0.04904292034316886,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691,0.05659180620545691
15,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299
16,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299
17,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299
18,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299
19,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299,0.014141688620888299
20,0.005016310800451551,0.005016310800451551,0.005016310800451551,0.014141688620888299,0.014141688620888299,0.005016310800451551,0.005016310800451551,0.005016310800451551,0.005016310800451551,0.005016310800451551,0.005016310800451551
