,result_20,result_30,result_40,result_50,result_60,result_70,result_80,result_90,result_100,result_110,result_120
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227
5,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227
6,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227
7,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227
8,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.7518272473613251,0.4954126020593227,0.7518272473613251
9,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.7518272473613251,0.794404910941398,0.7518272473613251
10,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.4954126020593227,0.872696534005024,0.872696534005024,0.7518272473613251,0.794404910941398,0.7518272473613251
11,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404
12,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399
13,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.960576011812735,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399
14,0.9261631446103404,0.9261631446103404,0.9261631446103404,0.960576011812735,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399,0.9496639284709399
15,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089
16,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089
17,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089
18,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089
19,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089,0.9878920047535089
20,0.9996864140395249,0.9996864140395249,0.9996864140395249,0.9878920047535089,0.9878920047535089,0.9996864140395249,0.9996864140395249,0.9996864140395249,0.9996864140395249,0.9996864140395249,0.9996864140395249
