,mae,var,ppmc,mae_lower,var_lower,ppmc_lower,mae_upper,var_upper,ppmc_upper
0,0.0132340715684971,1.0331023539046682,0.9998894968045057,0.0132340715684971,1.0331023539046682,0.9998894968045057,0.0132340715684971,1.0331023539046682,0.9998894968045057
1,0.01075892049103579,0.9948472884907338,0.9999301252055893,0.01075892049103579,0.9948472884907338,0.9999301252055893,0.01075892049103579,0.9948472884907338,0.9999301252055893
2,0.011684542522628035,0.9938653588130518,0.999925249673745,0.011684542522628035,0.9938653588130518,0.999925249673745,0.011684542522628035,0.9938653588130518,0.999925249673745
3,0.012449099763981928,0.9911571718138193,0.9999190531271627,0.012449099763981928,0.9911571718138193,0.9999190531271627,0.012449099763981928,0.9911571718138193,0.9999190531271627
4,0.01333346227046421,0.9938889910139537,0.9998889206397386,0.01333346227046421,0.9938889910139537,0.9998889206397386,0.01333346227046421,0.9938889910139537,0.9998889206397386
5,0.012831919082374557,0.9944562836538451,0.9998832382322616,0.012831919082374557,0.9944562836538451,0.9998832382322616,0.012831919082374557,0.9944562836538451,0.9998832382322616
6,0.012536385774826964,0.9946108854451525,0.9998837861178181,0.012536385774826964,0.9946108854451525,0.9998837861178181,0.012536385774826964,0.9946108854451525,0.9998837861178181
7,0.012562346828784748,0.9946928124609771,0.9998846207399592,0.012562346828784748,0.9946928124609771,0.9998846207399592,0.012562346828784748,0.9946928124609771,0.9998846207399592
8,0.012243035244249538,0.9967801548996573,0.9998894769089776,0.012243035244249538,0.9967801548996573,0.9998894769089776,0.012243035244249538,0.9967801548996573,0.9998894769089776
9,0.011962572940876166,0.9957660836815208,0.9998996252041525,0.011962572940876166,0.9957660836815208,0.9998996252041525,0.011962572940876166,0.9957660836815208,0.9998996252041525
10,0.012579324335156645,1.0061729279688882,0.9998692499622839,0.012579324335156645,1.0061729279688882,0.9998692499622839,0.012579324335156645,1.0061729279688882,0.9998692499622839
11,0.012286987815025479,1.0061609703579038,0.9998710606674581,0.012286987815025479,1.0061609703579038,0.9998710606674581,0.012286987815025479,1.0061609703579038,0.9998710606674581
12,0.011880145170644578,1.005815179577288,0.9998735049034094,0.011880145170644578,1.005815179577288,0.9998735049034094,0.011880145170644578,1.005815179577288,0.9998735049034094
13,0.012183809542988528,1.0063381109013996,0.9998705766634268,0.012183809542988528,1.0063381109013996,0.9998705766634268,0.012183809542988528,1.0063381109013996,0.9998705766634268
14,0.012297440430554469,1.006408019194872,0.9998703231951874,0.012297440430554469,1.006408019194872,0.9998703231951874,0.012297440430554469,1.006408019194872,0.9998703231951874
15,0.012617764827524644,1.0065899354836263,0.9998680960411541,0.012617764827524644,1.0065899354836263,0.9998680960411541,0.012617764827524644,1.0065899354836263,0.9998680960411541
16,0.012949899948185007,1.005755507708831,0.999862419332669,0.012949899948185007,1.005755507708831,0.999862419332669,0.012949899948185007,1.005755507708831,0.999862419332669
17,0.013054280587490467,1.0046892705238648,0.9998589924782292,0.013054280587490467,1.0046892705238648,0.9998589924782292,0.013054280587490467,1.0046892705238648,0.9998589924782292
18,0.01349327797756255,1.0002876057095236,0.999832753521121,0.01349327797756255,1.0002876057095236,0.999832753521121,0.01349327797756255,1.0002876057095236,0.999832753521121
19,0.013652475764820307,1.0007444471514049,0.9998293267750042,0.013652475764820307,1.0007444471514049,0.9998293267750042,0.013652475764820307,1.0007444471514049,0.9998293267750042
20,0.013455118809315608,1.000661638142647,0.9998301104515779,0.013455118809315608,1.000661638142647,0.9998301104515779,0.013455118809315608,1.000661638142647,0.9998301104515779
21,0.013387263543471395,0.9997044427902496,0.9998319181747286,0.013387263543471395,0.9997044427902496,0.9998319181747286,0.013387263543471395,0.9997044427902496,0.9998319181747286
22,0.01358318070302614,1.0015751223596163,0.9998386399267427,0.01358318070302614,1.0015751223596163,0.9998386399267427,0.01358318070302614,1.0015751223596163,0.9998386399267427
23,0.013701790523037693,1.0011267707375116,0.9998354546443087,0.013701790523037693,1.0011267707375116,0.9998354546443087,0.013701790523037693,1.0011267707375116,0.9998354546443087
24,0.01373693616099467,1.0010820709736434,0.9998355147633009,0.01373693616099467,1.0010820709736434,0.9998355147633009,0.01373693616099467,1.0010820709736434,0.9998355147633009
25,0.013770682244995596,1.0011949409388783,0.9998339015079872,0.013770682244995596,1.0011949409388783,0.9998339015079872,0.013770682244995596,1.0011949409388783,0.9998339015079872
26,0.013641284295799775,1.000427878049876,0.999835174980312,0.013641284295799775,1.000427878049876,0.999835174980312,0.013641284295799775,1.000427878049876,0.999835174980312
27,0.013528784710222086,1.0004362781011857,0.9998364691726012,0.013528784710222086,1.0004362781011857,0.9998364691726012,0.013528784710222086,1.0004362781011857,0.9998364691726012
28,0.013596162398156551,1.0006792250998082,0.9998344796645837,0.013596162398156551,1.0006792250998082,0.9998344796645837,0.013596162398156551,1.0006792250998082,0.9998344796645837
29,0.013703832086352825,1.0014824050007027,0.9998323464212212,0.013703832086352825,1.0014824050007027,0.9998323464212212,0.013703832086352825,1.0014824050007027,0.9998323464212212
30,0.013656497574008546,1.0019718073048496,0.9998322515849878,0.013656497574008546,1.0019718073048496,0.9998322515849878,0.013656497574008546,1.0019718073048496,0.9998322515849878
31,0.013800489183846128,1.0027569165011372,0.9998309512506024,0.013800489183846128,1.0027569165011372,0.9998309512506024,0.013800489183846128,1.0027569165011372,0.9998309512506024
32,0.013701822609421235,1.002595618048348,0.9998337950232853,0.013701822609421235,1.002595618048348,0.9998337950232853,0.013701822609421235,1.002595618048348,0.9998337950232853
