,result_200,result_400,result_600,result_800,result_1000
0,,,,,
1,,,,,
2,,,,,
3,0.7299176402517444,0.7299176402517444,,,
4,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172
5,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172
6,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172
7,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172
8,0.9553117086234453,0.8737609961792172,0.8737609961792172,0.8737609961792172,0.8737609961792172
9,0.9553117086234453,0.8737609961792172,0.9678002979676226,0.9678002979676226,0.9678002979676226
10,0.9553117086234453,0.8737609961792172,0.9678002979676226,0.9678002979676226,0.9678002979676226
11,0.9945194642849603,0.9945194642849603,0.9945194642849603,0.9945194642849603,0.9945194642849603
12,0.9945194642849603,0.9971908115473862,0.9971908115473862,0.9971908115473862,0.9971908115473862
13,0.9945194642849603,0.9971908115473862,0.9971908115473862,0.9971908115473862,0.9971908115473862
14,0.999147408512709,0.9971908115473862,0.9971908115473862,0.9971908115473862,0.999147408512709
15,0.999817258444237,0.999817258444237,0.999817258444237,0.999817258444237,0.999817258444237
16,0.999817258444237,0.999817258444237,0.999817258444237,0.999817258444237,0.999817258444237
17,0.999817258444237,0.999817258444237,0.999817258444237,0.999817258444237,0.9998925497288367
18,0.999817258444237,0.999817258444237,0.999817258444237,0.9999197419327643,0.9998925497288367
19,0.9999510797841565,0.9999510797841565,0.9999510797841565,0.9999197419327643,0.9998925497288367
20,0.9999510797841565,0.9999510797841565,0.9999510797841565,0.9999795425394737,0.9998925497288367
