,mae_mean,var_mean,ppmc_mean,mae_std,var_std,ppmc_std
0,0.27067162325183625,0.11129685082431104,0.007811602079459763,0.026233471981771853,0.005575521046353319,2.8420779548459925e-05
1,0.1620660555424759,0.05089331959754717,0.0035130971382033656,0.008826837527605488,0.0011936324509633886,5.628943032854596e-06
2,0.19990985815373433,0.05681970620457598,0.0037945229757260683,0.033737841221185554,0.0011629133269658648,8.880702141868352e-06
3,0.13922192222517774,0.054349641023012894,0.0031863966951242444,0.01626043785329861,0.0016481012789608626,3.051294317924749e-06
4,0.11131417300131517,0.04463650900814615,0.0027694564036690157,0.010363074692711461,0.0008550362381931479,2.9057581357516143e-06
5,0.09445146799283353,0.04032683134642655,0.0022556432295946956,0.007218890277351453,0.0008018481651773638,2.373863340972686e-06
6,0.07789574594749864,0.030776715845808798,0.00231014417474112,0.0033719403275843866,0.00038929730378876426,3.0305066920332394e-06
7,0.32488514196946666,0.030653573320350302,0.0022509332274528045,0.08014848855145129,0.0004161050909658202,2.8843198921553973e-06
8,0.2826266841983056,0.023906359011028635,0.0019369230390957777,0.061025109290392614,0.0003444685780140234,2.4284077542654354e-06
9,0.254716088210861,0.021324755895119528,0.0016695198608992032,0.0401681546458048,0.0003046159718460904,1.4520555538157398e-06
10,0.22119091393676069,0.01826785652943826,0.0013812886221496185,0.02860783764964389,0.0002360434851066074,8.450534194295425e-07
11,0.20053365877903245,0.01730422271273051,0.001224732967464269,0.02307725191319087,0.0001390751179066203,7.346349410399669e-07
12,0.19503005475021506,0.018077306242726122,0.001553607856761333,0.020520994300186113,0.0001458187137212927,1.169080109418888e-06
13,0.591988504245209,0.019495278202371687,0.0011042917670899249,0.3085161844801129,0.00015416094263566346,6.569414100771634e-07
14,0.5508480844208176,0.018098659419755095,0.0010694246731681465,0.26645260405616067,0.00017832737847344309,5.255114733884976e-07
15,0.5169498051151935,0.016399414301065566,0.0010521022606524092,0.2352101674140591,0.00015337256848103921,5.983140415688529e-07
16,0.48142324327352604,0.01740314036532523,0.0009646163152522608,0.2004805653500493,0.00017170826833215355,6.24781210790619e-07
17,0.4513985325271308,0.01778938693238344,0.0009121835605918766,0.17580024835391805,0.00017367097768031315,6.356179113570869e-07
18,0.43541821971855155,0.016554665282526877,0.0008659067232320671,0.1665283119165784,0.00013921107717551105,3.837635395310712e-07
19,0.4159597519589532,0.01659906794830863,0.0007774075689700884,0.1531921862340852,0.00016151512704188533,3.6839055634106865e-07
20,0.4369264159473817,0.016779634604510714,0.0007539100845734503,0.17266190140422913,0.0001812310795642622,4.0813736386672023e-07
21,0.4103761598658893,0.01604050414451983,0.0007052828302431407,0.14598540265760424,0.0001596113233489314,3.282093488421885e-07
22,0.3902788632031256,0.01678034352214359,0.0007719220735887263,0.13192703251106389,0.00017963701468906205,3.570021351041574e-07
23,0.37523586923853736,0.01775634918612712,0.0006795783410846149,0.12244580222698397,0.0001987175752233933,3.167857503951415e-07
