,result_800
0,1.0299376164314167
1,1.0299376164314167
2,1.0299376164314167
3,1.0299376164314167
4,0.36655172750197745
5,0.36655172750197745
6,0.36655172750197745
7,0.36655172750197745
8,0.36655172750197745
9,0.1739362713603336
10,0.1739362713603336
11,0.07871965125576189
12,0.057013119195972475
13,0.057013119195972475
14,0.057013119195972475
15,0.01330234394340258
16,0.01330234394340258
17,0.01330234394340258
18,0.00874242897130529
19,0.00874242897130529
20,0.004898671316591763
