,result_80
0,
1,
2,
3,
4,0.8672448973029013
5,0.8672448973029013
6,0.8672448973029013
7,0.8672448973029013
8,0.8672448973029013
9,0.8672448973029013
10,0.8672448973029013
11,0.9933512102097471
12,0.9963904359985588
13,0.9963904359985588
14,0.9963904359985588
15,0.9998045431847268
16,0.9998045431847268
17,0.9998045431847268
18,0.9998045431847268
19,0.9998045431847268
20,0.9999725521347721
