,result_800
0,0.8910888404922533
1,0.8910888404922533
2,0.8910888404922533
3,0.8910888404922533
4,0.3008003741359672
5,0.3008003741359672
6,0.3008003741359672
7,0.3008003741359672
8,0.3008003741359672
9,0.1393637213812175
10,0.1393637213812175
11,0.04445823135350279
12,0.04578510430421333
13,0.04578510430421333
14,0.04578510430421333
15,0.012522577115015384
16,0.012522577115015384
17,0.012522577115015384
18,0.007316573332534673
19,0.007316573332534673
20,0.003400496628515473
