,result_80
0,1.2574119293401829
1,1.2574119293401829
2,1.2574119293401829
3,1.2574119293401829
4,0.4533318720847112
5,0.4533318720847112
6,0.4533318720847112
7,0.4533318720847112
8,0.4533318720847112
9,0.4533318720847112
10,0.4533318720847112
11,0.07619370345209382
12,0.06780303758748092
13,0.06780303758748092
14,0.06780303758748092
15,0.018042697190617792
16,0.018042697190617792
17,0.018042697190617792
18,0.018042697190617792
19,0.018042697190617792
20,0.00680623718454206
