,result_80
0,0.0
1,0.0
2,0.0
3,0.0
4,1.39744803735854
5,1.39744803735854
6,1.39744803735854
7,1.39744803735854
8,1.39744803735854
9,1.39744803735854
10,1.39744803735854
11,1.1048181468569018
12,1.0656864301188802
13,1.0656864301188802
14,1.0656864301188802
15,1.0003710784073936
16,1.0003710784073936
17,1.0003710784073936
18,1.0003710784073936
19,1.0003710784073936
20,1.0125107970818499
