,result_80
0,1.0468237838860004
1,1.0468237838860004
2,1.0468237838860004
3,1.0468237838860004
4,0.37001592235784825
5,0.37001592235784825
6,0.37001592235784825
7,0.37001592235784825
8,0.37001592235784825
9,0.37001592235784825
10,0.37001592235784825
11,0.06009647629331512
12,0.05572314291046063
13,0.05572314291046063
14,0.05572314291046063
15,0.015145076791266759
16,0.015145076791266759
17,0.015145076791266759
18,0.015145076791266759
19,0.015145076791266759
20,0.005800119611955671
