,result_200,result_400,result_600,result_800,result_1000,result_1200,result_1400,result_1600,result_1800,result_2000,result_2200,result_2400,result_2600,result_2800,result_3000,result_3200,result_3400,result_3600,result_3800,result_4000,result_4200,result_4400,result_4600,result_4800,result_5000,Type
0,0.5460167766600286,0.24880662745425283,0.2732987907875774,0.26488770214958146,0.28555100180396753,0.29652440361046073,0.3045623489925855,0.31071381583555646,0.3067697459714206,0.30734114653645794,0.3096418247293023,0.295266237527792,0.30097634345773666,0.30209480404066774,0.30652869689358025,0.30674393581160214,0.3020341745148755,0.3060052487684887,0.30670281564795077,0.3097052797902873,0.31031131120990746,0.30907272297303223,0.31053257243868765,0.3117344546831963,0.30898132494265523,ST
1,0.36783002735541176,0.268112751265154,0.26687423536054256,0.27743516402724855,0.29416193476517183,0.2999582678082109,0.31430969806304615,0.3256954750974457,0.32482042097167785,0.33073984482486796,0.33117447385728693,0.32192739512744967,0.3189223913337743,0.3151028203751438,0.31627308333467724,0.3150649224808479,0.3210607686343758,0.3227764205252151,0.3199920045605521,0.3190132595734236,0.3260109491069572,0.3261834759562902,0.32607422834793026,0.32751625050447686,0.32643970117887394,ST
2,0.36090680734572167,0.23946471304536304,0.2687362860491115,0.2577462960502036,0.2314707948864969,0.24341857304434386,0.25010701628713117,0.26065400084931817,0.27383800224432464,0.28173947567345764,0.28524294197097233,0.2705639233208998,0.2856194578764333,0.2827153775473107,0.29909904641853896,0.2952537356894538,0.2997280311297209,0.3052218803360921,0.30846363107893504,0.3059661185311898,0.3048646665469356,0.3051794724246924,0.3077502412566442,0.310010087331141,0.31189706732285416,ST
3,0.18666535927788175,0.15036421729088112,0.22089903982621906,0.233744368241258,0.22016166665608788,0.21874659373496538,0.238993784409772,0.257704691537071,0.26177776128050856,0.2552397499278557,0.2553851273796244,0.23939252528006189,0.24866019355557206,0.2597909679615358,0.27016451737077807,0.26389956259296793,0.2652571500928185,0.265176238124249,0.27082496372841147,0.277200784678517,0.2751247155307304,0.2756617962748967,0.2848602497674718,0.28721521928790883,0.28330676984018777,ST
4,0.06208894431072914,0.03231242732853687,0.039665136700755256,0.03608101237775218,0.0342129546761578,0.032399003919432914,0.03433618555808414,0.03679848157059816,0.03837940306968947,0.0381480128260822,0.04022753361395849,0.038297668688389755,0.03849203905815295,0.040240578972499136,0.03965793133508761,0.04178128643620867,0.04233307079887852,0.04247323350889226,0.04258289166954056,0.042869176191329864,0.04312094809607224,0.04424277203920595,0.04435884448048128,0.04411280785447062,0.04536547550458709,ST
5,0.06586810462892446,0.03379304869828312,0.049189561732034856,0.04346286530345474,0.0412240063716005,0.04090489709835682,0.041510716542561894,0.04374789265575325,0.043715307382371976,0.04334048082022316,0.04288072957736153,0.04107911978064551,0.04135261358818866,0.0424932133346222,0.043183339125199935,0.043329357096520846,0.04236974592866397,0.042696841862956726,0.04211024755698258,0.043000206691179294,0.044132205923424296,0.044136048597774806,0.04460516745369167,0.04450100445470445,0.04417293232933529,ST
6,0.06305920063337898,0.028734379124905493,0.03256630980093153,0.03161499854278685,0.034991675990752154,0.04004654221757472,0.0382966915840176,0.039544849538729235,0.04025496793109722,0.03958852830994627,0.043298174673107814,0.0417044049221153,0.04128432157428832,0.043986724483290926,0.044762409181666685,0.04454014425740225,0.045029697615979136,0.04600788693420328,0.04575531571903647,0.0459335362259831,0.04464311847353746,0.04534724592989423,0.04597101194614476,0.04621480121447117,0.04516391147090666,ST
7,0.057703586435455874,0.036954637369199204,0.045959258201078504,0.04130869163647009,0.03833970019096674,0.03849391147306004,0.04145770624140825,0.04228578925432263,0.04030355259157591,0.039168771242961274,0.040020869262280594,0.03805736658730787,0.038633339120242714,0.038395236694827264,0.03990843177100464,0.040786706868613895,0.04254929616546444,0.042470821361177254,0.04278655929123024,0.04295082461328235,0.043594441103216884,0.04393690484046801,0.04415111930305349,0.04392268681405845,0.04345904815477223,ST
8,0.029396847657945667,0.028038881741951887,0.026994803419802923,0.02557033391302107,0.027675535013698186,0.026143597195477673,0.028190257278917358,0.03101930373019457,0.03165594609338958,0.031093670200440127,0.03010694154257254,0.027777799867288257,0.027693858720313422,0.02813373047682317,0.02829096022446203,0.03104524617104467,0.031058893052139963,0.03112357901168804,0.03106367819428893,0.030811585352510842,0.03106039909776838,0.031268190847944105,0.031448960209865075,0.0314321214103683,0.030561435836357335,ST
9,0.0322207013992678,0.01912101811533489,0.023248403557653858,0.021951728148797478,0.020976013096658877,0.021118288680702216,0.02320270882709446,0.025841570373981205,0.024892083148584765,0.026315730815398224,0.026008098508489733,0.02485091058621027,0.024814286066184136,0.024835295785025913,0.02442525719448331,0.023987737442480693,0.023335870592100048,0.025270320466448698,0.024913144142497817,0.025281569415233164,0.024824327163495655,0.024675329512267048,0.024917409870959598,0.024835137577252742,0.024892490294025536,ST
