,result_800
0,0.9963310507487309
1,0.9963310507487309
2,0.9963310507487309
3,0.9963310507487309
4,0.3486013537975363
5,0.3486013537975363
6,0.3486013537975363
7,0.3486013537975363
8,0.3486013537975363
9,0.16553069087336214
10,0.16553069087336214
11,0.074759566402273
12,0.0541241205495729
13,0.0541241205495729
14,0.0541241205495729
15,0.012580357145951144
16,0.012580357145951144
17,0.012580357145951144
18,0.008321102773663568
19,0.008321102773663568
20,0.004681222747959629
